Ensembl id,Coding or Non-coding,Score
ENST00000435554.1,Non-coding,0.0768931
ENST00000648938.1,Non-coding,0.4678849
ENST00000670710.1,Coding,0.69383454
ENST00000658976.1,Non-coding,0.24653602
ENST00000658805.1,Non-coding,0.19456027
ENST00000657207.1,Non-coding,0.13077344
ENST00000671371.1,Non-coding,0.16489622
ENST00000661259.1,Non-coding,0.34190094
ENST00000659628.1,Non-coding,0.2903262
ENST00000430519.2,Non-coding,0.0582196
ENST00000422250.1,Non-coding,0.43913057
ENST00000440885.1,Coding,0.5881322
ENST00000660823.1,Non-coding,0.011833048
ENST00000429469.1,Non-coding,0.076813534
ENST00000566394.1,Coding,0.83311206
ENST00000660348.1,Non-coding,0.074627995
ENST00000412162.1,Coding,0.65668905
ENST00000432296.1,Coding,0.8098997
ENST00000653207.1,Coding,0.6604599
ENST00000665868.1,Non-coding,0.40515065
ENST00000436880.2,Non-coding,0.3875794
ENST00000692165.1,Non-coding,0.2333557
ENST00000686308.1,Coding,0.728116
ENST00000685017.1,Coding,0.728116
ENST00000693360.1,Non-coding,0.17118223
ENST00000691673.1,Non-coding,0.39195967
ENST00000692702.1,Non-coding,0.39195967
ENST00000661315.1,Non-coding,0.025735859
ENST00000658052.1,Non-coding,0.4286556
ENST00000422480.5,Non-coding,0.20094596
ENST00000440162.1,Non-coding,0.30542383
ENST00000427439.1,Non-coding,0.03348026
ENST00000432488.1,Non-coding,0.16390097
ENST00000660854.1,Non-coding,0.051125746
ENST00000452199.1,Non-coding,0.44965795
ENST00000636153.1,Non-coding,0.22653987
ENST00000367355.6,Coding,0.5189598
ENST00000669708.1,Non-coding,0.23807347
ENST00000688178.1,Non-coding,0.26861498
ENST00000367356.1,Non-coding,0.28506505
ENST00000637098.1,Non-coding,0.12505464
ENST00000669359.1,Non-coding,0.09361762
ENST00000656731.1,Non-coding,0.032054678
ENST00000608159.1,Non-coding,0.07497452
ENST00000637430.1,Non-coding,0.24891344
ENST00000660351.1,Non-coding,0.4957363
ENST00000634596.2,Non-coding,0.4638035
ENST00000635220.2,Non-coding,0.43529186
ENST00000689990.1,Non-coding,0.386132
ENST00000659976.2,Non-coding,0.11965598
ENST00000647823.1,Non-coding,0.33378625
ENST00000684979.1,Non-coding,0.391639
ENST00000654000.1,Non-coding,0.47966412
ENST00000427825.2,Coding,0.8486743
ENST00000692619.1,Coding,0.64543295
ENST00000660132.1,Non-coding,0.3044516
ENST00000667211.1,Non-coding,0.36939314
ENST00000671530.1,Non-coding,0.34031704
ENST00000670599.1,Non-coding,0.27679285
ENST00000635660.1,Non-coding,0.104230665
ENST00000568695.1,Non-coding,0.17560622
ENST00000446333.1,Non-coding,0.25118816
ENST00000458003.1,Non-coding,0.29821354
ENST00000610411.1,Coding,0.61498976
ENST00000415359.1,Coding,0.6828513
ENST00000453155.1,Non-coding,0.1408984
ENST00000671234.1,Coding,0.84102273
ENST00000503578.5,Non-coding,0.37708938
ENST00000633182.1,Coding,0.93852746
ENST00000430471.1,Non-coding,0.047892746
ENST00000454651.2,Non-coding,0.0843174
ENST00000449492.1,Non-coding,0.32380655
ENST00000413035.5,Coding,0.64338154
ENST00000421449.1,Coding,0.88554335
ENST00000421159.1,Coding,0.8848332
ENST00000429443.1,Non-coding,0.06304694
ENST00000414927.5,Coding,0.89273816
ENST00000458139.1,Coding,0.90094703
ENST00000419190.2,Coding,0.6690864
ENST00000415582.1,Non-coding,0.16208196
ENST00000504773.1,Non-coding,0.3514302
ENST00000428573.1,Non-coding,0.05804201
ENST00000411431.1,Non-coding,0.15769446
ENST00000564127.1,Non-coding,0.46261802
ENST00000685748.1,Coding,0.78248376
ENST00000690240.1,Coding,0.81963044
ENST00000687305.1,Non-coding,0.13627599
ENST00000686658.1,Non-coding,0.13627599
ENST00000425295.2,Coding,0.660051
ENST00000690767.1,Coding,0.7984279
ENST00000692796.1,Coding,0.7984279
ENST00000692992.1,Coding,0.80658597
ENST00000693272.1,Coding,0.7999121
ENST00000691356.1,Coding,0.7999121
ENST00000685610.1,Coding,0.80277056
ENST00000692814.1,Coding,0.80277056
ENST00000688063.1,Coding,0.8342601
ENST00000660963.2,Coding,0.88914686
ENST00000553157.1,Coding,0.9438837
ENST00000417262.5,Coding,0.81158763
ENST00000665660.1,Coding,0.64265925
ENST00000421055.1,Non-coding,0.37597877
ENST00000434265.2,Non-coding,0.023277078
ENST00000666545.1,Non-coding,0.43574795
ENST00000688046.1,Non-coding,0.36093506
ENST00000657300.1,Non-coding,0.2641225
ENST00000412772.2,Non-coding,0.2054609
ENST00000662282.1,Non-coding,0.18995106
ENST00000433008.2,Coding,0.50246114
ENST00000688999.1,Coding,0.50239724
ENST00000692478.1,Non-coding,0.05171763
ENST00000457348.5,Non-coding,0.21171279
ENST00000432511.2,Coding,0.7624547
ENST00000689493.1,Non-coding,0.20911862
ENST00000691117.1,Coding,0.59042645
ENST00000690477.1,Coding,0.6602384
ENST00000425698.2,Coding,0.5962879
ENST00000689090.1,Non-coding,0.06319088
ENST00000692263.1,Non-coding,0.06319088
ENST00000688684.1,Non-coding,0.4287269
ENST00000655658.1,Non-coding,0.067874394
ENST00000367207.7,Non-coding,0.17573054
ENST00000418245.5,Non-coding,0.22976397
ENST00000427799.1,Non-coding,0.1467223
ENST00000656706.1,Non-coding,0.049835406
ENST00000665939.1,Non-coding,0.06784998
ENST00000565388.1,Coding,0.7581446
ENST00000663115.1,Non-coding,0.052710082
ENST00000658822.1,Non-coding,0.07360957
ENST00000433869.1,Non-coding,0.03838188
ENST00000654104.1,Non-coding,0.08153691
ENST00000659404.1,Coding,0.74936664
ENST00000654944.1,Non-coding,0.3432141
ENST00000437919.1,Coding,0.8752848
ENST00000628516.1,Non-coding,0.15732396
ENST00000443515.1,Non-coding,0.49547863
ENST00000686928.1,Coding,0.8539772
ENST00000453895.1,Non-coding,0.47571754
ENST00000444037.1,Non-coding,0.40343186
ENST00000435021.1,Non-coding,0.13596435
ENST00000670195.1,Non-coding,0.048412435
ENST00000452599.1,Non-coding,0.3461405
ENST00000447832.1,Non-coding,0.17361982
ENST00000442318.1,Coding,0.5016965
ENST00000648961.1,Non-coding,0.031041216
ENST00000656763.1,Non-coding,0.3110641
ENST00000664917.1,Non-coding,0.3898342
ENST00000664013.1,Coding,0.66352314
ENST00000664074.1,Non-coding,0.32853597
ENST00000659611.1,Non-coding,0.36880872
ENST00000659861.1,Non-coding,0.3638285
ENST00000664067.1,Non-coding,0.44726914
ENST00000662563.1,Non-coding,0.3000752
ENST00000659357.1,Non-coding,0.2842275
ENST00000669196.1,Non-coding,0.21014819
ENST00000670417.1,Non-coding,0.36728242
ENST00000669230.1,Coding,0.5710011
ENST00000656162.1,Non-coding,0.3302779
ENST00000653632.1,Non-coding,0.23034842
ENST00000658744.1,Non-coding,0.40931922
ENST00000653838.1,Non-coding,0.34273645
ENST00000662659.1,Non-coding,0.27860904
ENST00000670773.1,Coding,0.6578559
ENST00000656452.1,Coding,0.51747763
ENST00000665342.1,Non-coding,0.17502882
ENST00000652821.1,Non-coding,0.20261039
ENST00000653906.1,Non-coding,0.1849236
ENST00000421166.1,Coding,0.8747601
ENST00000425896.1,Non-coding,0.32708675
ENST00000658867.1,Non-coding,0.049051
ENST00000428399.1,Coding,0.7172464
ENST00000367119.1,Non-coding,0.14560989
ENST00000562504.1,Non-coding,0.1181403
ENST00000624347.1,Non-coding,0.37619284
ENST00000688109.1,Non-coding,0.153191
ENST00000654354.1,Non-coding,0.41763374
ENST00000669393.1,Non-coding,0.35038674
ENST00000425161.1,Coding,0.5523398
ENST00000619568.1,Non-coding,0.028647799
ENST00000442684.1,Non-coding,0.03445467
ENST00000634239.1,Non-coding,0.2560898
ENST00000417084.1,Non-coding,0.2168967
ENST00000635698.1,Non-coding,0.24455397
ENST00000439443.1,Coding,0.6324555
ENST00000597497.5,Non-coding,0.1902706
ENST00000596003.4,Non-coding,0.28281823
ENST00000623503.1,Non-coding,0.31907967
ENST00000646129.1,Non-coding,0.19110578
ENST00000608023.5,Coding,0.84049726
ENST00000637970.1,Non-coding,0.20636941
ENST00000652846.1,Non-coding,0.46971288
ENST00000487977.2,Coding,0.7822664
ENST00000655169.1,Coding,0.66185415
ENST00000657366.1,Non-coding,0.040859587
ENST00000435542.3,Non-coding,0.02101509
ENST00000685957.1,Non-coding,0.02595635
ENST00000648286.1,Non-coding,0.13593598
ENST00000661734.1,Non-coding,0.19131394
ENST00000638446.1,Coding,0.7897269
ENST00000668227.1,Non-coding,0.1961176
ENST00000691549.1,Non-coding,0.21829925
ENST00000652300.1,Non-coding,0.12229569
ENST00000568112.2,Non-coding,0.114485934
ENST00000567538.1,Coding,0.85652345
ENST00000666184.1,Non-coding,0.08005868
ENST00000671344.1,Non-coding,0.11834297
ENST00000415754.1,Non-coding,0.054345872
ENST00000661534.1,Non-coding,0.044206977
ENST00000660747.1,Non-coding,0.22600213
ENST00000453569.1,Non-coding,0.03259092
ENST00000668810.1,Non-coding,0.123633586
ENST00000665460.1,Non-coding,0.14580318
ENST00000416349.1,Non-coding,0.10373982
ENST00000661914.1,Non-coding,0.018611034
ENST00000666483.1,Coding,0.6065034
ENST00000654974.1,Non-coding,0.051276967
ENST00000661953.1,Non-coding,0.036319185
ENST00000667146.1,Non-coding,0.041566648
ENST00000664508.1,Non-coding,0.07443657
ENST00000660754.1,Coding,0.5807946
ENST00000670677.1,Non-coding,0.055623498
ENST00000665387.1,Non-coding,0.024238385
ENST00000667095.1,Non-coding,0.40291175
ENST00000665597.1,Non-coding,0.10522369
ENST00000667236.1,Non-coding,0.47672558
ENST00000667190.1,Non-coding,0.026314411
ENST00000658311.1,Non-coding,0.10033816
ENST00000448988.2,Non-coding,0.17206691
ENST00000665245.1,Non-coding,0.22349676
ENST00000443636.1,Non-coding,0.024045283
ENST00000657739.1,Non-coding,0.002929061
ENST00000447257.1,Non-coding,0.40065262
ENST00000655463.1,Non-coding,0.046198796
ENST00000429156.6,Non-coding,0.27315432
ENST00000451937.6,Coding,0.7636692
ENST00000657184.2,Non-coding,0.22758415
ENST00000433108.1,Coding,0.78083646
ENST00000431096.6,Coding,0.56653136
ENST00000670788.1,Coding,0.66113335
ENST00000691439.1,Coding,0.7834698
ENST00000692388.1,Coding,0.6963458
ENST00000660782.1,Non-coding,0.11967405
ENST00000660261.1,Coding,0.66636616
ENST00000667171.1,Coding,0.50942487
ENST00000458250.6,Non-coding,0.3197921
ENST00000603283.5,Coding,0.7045971
ENST00000366437.7,Coding,0.61828065
ENST00000444286.1,Non-coding,0.23220052
ENST00000419143.1,Non-coding,0.05305314
ENST00000440276.2,Coding,0.78663236
ENST00000424696.6,Non-coding,0.19574612
ENST00000453331.1,Non-coding,0.124705516
ENST00000657064.1,Non-coding,0.3051577
ENST00000445272.6,Coding,0.7977701
ENST00000441672.1,Non-coding,0.15485199
ENST00000662450.1,Non-coding,0.047309976
ENST00000475406.5,Coding,0.87533396
ENST00000437764.5,Coding,0.80261743
ENST00000480052.1,Non-coding,0.14905049
ENST00000670026.1,Non-coding,0.06168976
ENST00000653429.1,Non-coding,0.036679853
ENST00000625140.1,Non-coding,0.074762866
ENST00000639326.1,Non-coding,0.27576593
ENST00000638931.1,Non-coding,0.24963403
ENST00000450040.2,Non-coding,0.043637715
ENST00000438597.1,Non-coding,0.22399138
ENST00000667187.2,Coding,0.5203283
ENST00000664255.1,Non-coding,0.44000748
ENST00000669618.1,Coding,0.98532027
ENST00000661331.1,Coding,0.6936921
ENST00000654699.1,Coding,0.96958053
ENST00000666134.1,Coding,0.9483741
ENST00000423222.6,Coding,0.9744903
ENST00000662549.1,Coding,0.8077591
ENST00000662409.1,Coding,0.9377126
ENST00000660130.1,Coding,0.9074353
ENST00000670353.1,Coding,0.83804137
ENST00000663693.1,Coding,0.5922792
ENST00000534914.6,Coding,0.63392943
ENST00000667464.1,Coding,0.9267053
ENST00000665802.1,Coding,0.98889494
ENST00000663427.1,Coding,0.9667581
ENST00000656082.1,Coding,0.9867889
ENST00000653287.1,Coding,0.8757385
ENST00000689408.1,Coding,0.85969454
ENST00000653721.1,Coding,0.764566
ENST00000656886.1,Coding,0.897986
ENST00000659698.1,Coding,0.9252389
ENST00000657539.1,Coding,0.9434957
ENST00000653498.1,Coding,0.82184505
ENST00000448567.2,Coding,0.95390487
ENST00000660843.1,Coding,0.8727234
ENST00000654903.1,Coding,0.6683081
ENST00000610948.1,Coding,0.76061064
ENST00000656159.1,Non-coding,0.13935529
ENST00000417794.1,Non-coding,0.30967546
ENST00000567907.1,Non-coding,0.34274045
ENST00000690030.1,Non-coding,0.34185883
ENST00000452024.3,Non-coding,0.19547515
ENST00000670044.1,Non-coding,0.10515878
ENST00000660041.1,Non-coding,0.14085597
ENST00000653827.1,Non-coding,0.08344245
ENST00000664125.1,Non-coding,0.17344117
ENST00000430123.2,Non-coding,0.11979999
ENST00000667263.1,Non-coding,0.06620651
ENST00000666922.1,Non-coding,0.15385623
ENST00000667986.1,Non-coding,0.08276005
ENST00000412871.1,Non-coding,0.084348224
ENST00000661623.1,Coding,0.659575
ENST00000654864.1,Non-coding,0.12500346
ENST00000661855.1,Non-coding,0.14076023
ENST00000653761.1,Non-coding,0.07687655
ENST00000667973.1,Non-coding,0.06935503
ENST00000415202.1,Non-coding,0.3933272
ENST00000421933.1,Non-coding,0.42525384
ENST00000443174.2,Coding,0.6591044
ENST00000458662.1,Non-coding,0.2987806
ENST00000429499.6,Non-coding,0.13369536
ENST00000670360.1,Non-coding,0.47816655
ENST00000457272.5,Coding,0.74023336
ENST00000430623.5,Coding,0.7937236
ENST00000446560.1,Coding,0.5487691
ENST00000444750.1,Coding,0.6123409
ENST00000685933.1,Non-coding,0.12738962
ENST00000669915.1,Non-coding,0.18789268
ENST00000663668.1,Non-coding,0.13740833
ENST00000658599.1,Non-coding,0.09515967
ENST00000667543.1,Non-coding,0.17499767
ENST00000412221.5,Non-coding,0.05908202
ENST00000443448.6,Non-coding,0.13182893
ENST00000431307.1,Non-coding,0.123442516
ENST00000691706.1,Non-coding,0.08878543
ENST00000669457.1,Non-coding,0.040731214
ENST00000664988.1,Non-coding,0.25071067
ENST00000687914.1,Non-coding,0.13554873
ENST00000690953.1,Non-coding,0.2622653
ENST00000446847.1,Non-coding,0.18391529
ENST00000442146.1,Non-coding,0.026530616
ENST00000447949.1,Coding,0.68228835
ENST00000666901.1,Non-coding,0.30380508
ENST00000439570.2,Non-coding,0.02982377
ENST00000661486.1,Non-coding,0.047444306
ENST00000651527.1,Non-coding,0.13680024
ENST00000423842.1,Non-coding,0.14975306
ENST00000564287.2,Non-coding,0.46260443
ENST00000669720.1,Non-coding,0.4847918
ENST00000427949.1,Coding,0.947589
ENST00000653931.1,Non-coding,0.38315797
ENST00000446962.1,Non-coding,0.2078964
ENST00000356684.8,Coding,0.92587286
ENST00000651970.1,Coding,0.9026324
ENST00000665265.1,Coding,0.8561659
ENST00000424044.2,Coding,0.87377447
ENST00000426161.7,Coding,0.8737729
ENST00000632866.1,Coding,0.81442
ENST00000417161.2,Non-coding,0.057936862
ENST00000456240.1,Non-coding,0.022324657
ENST00000433082.6,Coding,0.9444039
ENST00000653715.1,Non-coding,0.26480573
ENST00000659552.1,Non-coding,0.027800456
ENST00000658271.1,Non-coding,0.032466043
ENST00000608035.5,Non-coding,0.16324666
ENST00000600591.5,Non-coding,0.081148416
ENST00000593620.5,Non-coding,0.05794052
ENST00000601907.5,Non-coding,0.030749012
ENST00000598105.5,Non-coding,0.04165292
ENST00000601744.5,Coding,0.6242803
ENST00000608936.5,Non-coding,0.170576
ENST00000626372.2,Non-coding,0.11391174
ENST00000609394.5,Non-coding,0.03233287
ENST00000608328.5,Non-coding,0.18136871
ENST00000609140.5,Non-coding,0.15757592
ENST00000608138.3,Non-coding,0.10332456
ENST00000625511.2,Non-coding,0.024854103
ENST00000629383.2,Non-coding,0.015998049
ENST00000627511.2,Non-coding,0.28593814
ENST00000630588.2,Non-coding,0.061132018
ENST00000629207.2,Non-coding,0.010060168
ENST00000626670.2,Non-coding,0.17188975
ENST00000625344.2,Non-coding,0.41603678
ENST00000630124.2,Non-coding,0.1136019
ENST00000630095.2,Non-coding,0.36687106
ENST00000627855.2,Non-coding,0.0544676
ENST00000630538.2,Non-coding,0.05001592
ENST00000630180.2,Coding,0.7197191
ENST00000625209.2,Coding,0.9265952
ENST00000629743.2,Non-coding,0.17119263
ENST00000628143.2,Coding,0.7167833
ENST00000626034.2,Coding,0.84188634
ENST00000625722.2,Non-coding,0.019735394
ENST00000630223.2,Non-coding,0.029119628
ENST00000626228.2,Non-coding,0.35837615
ENST00000608399.1,Non-coding,0.099410266
ENST00000627331.2,Non-coding,0.046316233
ENST00000628999.2,Non-coding,0.024590015
ENST00000627723.2,Non-coding,0.014318404
ENST00000413560.5,Non-coding,0.073968716
ENST00000613050.4,Non-coding,0.13798381
ENST00000615085.3,Coding,0.5215279
ENST00000601335.5,Non-coding,0.0149139
ENST00000630355.2,Non-coding,0.108507454
ENST00000601854.5,Non-coding,0.07659295
ENST00000628896.2,Coding,0.6464249
ENST00000451396.2,Non-coding,0.11616173
ENST00000610094.1,Non-coding,0.014379422
ENST00000598091.1,Non-coding,0.041192643
ENST00000626109.1,Non-coding,0.005303313
ENST00000610409.1,Non-coding,0.4735231
ENST00000607258.2,Non-coding,0.22852217
ENST00000637598.1,Non-coding,0.29907364
ENST00000443622.1,Non-coding,0.10880027
ENST00000658732.1,Non-coding,0.07622535
ENST00000632868.1,Non-coding,0.13905083
ENST00000414995.1,Coding,0.90623003
ENST00000446411.5,Non-coding,0.054788306
ENST00000430890.5,Non-coding,0.2994918
ENST00000445619.5,Non-coding,0.3653174
ENST00000442606.1,Non-coding,0.3685549
ENST00000420867.1,Non-coding,0.23289268
ENST00000415765.1,Non-coding,0.31959808
ENST00000431637.2,Non-coding,0.13320889
ENST00000659987.1,Non-coding,0.46084005
ENST00000420347.1,Coding,0.7310836
ENST00000456026.1,Coding,0.77194965
ENST00000664236.1,Non-coding,0.021027971
ENST00000414452.2,Non-coding,0.15320987
ENST00000687392.1,Non-coding,0.24531761
ENST00000691401.1,Non-coding,0.27355808
ENST00000689961.1,Non-coding,0.21813875
ENST00000625474.1,Non-coding,0.35797173
ENST00000663551.1,Non-coding,0.12549329
ENST00000668967.1,Non-coding,0.4096953
ENST00000443836.5,Non-coding,0.1722176
ENST00000491260.2,Non-coding,0.3986008
ENST00000446002.1,Non-coding,0.19048095
ENST00000655362.1,Non-coding,0.08546932
ENST00000691001.1,Coding,0.7831971
ENST00000663684.1,Non-coding,0.1835775
ENST00000685043.1,Non-coding,0.30191386
ENST00000657470.1,Non-coding,0.1463665
ENST00000655283.1,Coding,0.66898805
ENST00000661230.1,Non-coding,0.2072566
ENST00000685426.1,Non-coding,0.34059727
ENST00000654859.1,Non-coding,0.39089885
ENST00000668290.1,Non-coding,0.39704034
ENST00000685878.1,Non-coding,0.37110353
ENST00000690528.1,Non-coding,0.19016859
ENST00000669535.1,Non-coding,0.061046857
ENST00000670576.1,Non-coding,0.06335826
ENST00000670257.2,Non-coding,0.30390644
ENST00000658274.2,Non-coding,0.13825329
ENST00000686513.1,Coding,0.6184897
ENST00000687117.1,Non-coding,0.28987405
ENST00000441331.2,Coding,0.6044549
ENST00000692527.1,Coding,0.56476
ENST00000420237.1,Non-coding,0.13680054
ENST00000612055.1,Coding,0.53470993
ENST00000655747.1,Non-coding,0.17562528
ENST00000664470.1,Non-coding,0.25643432
ENST00000653604.1,Non-coding,0.091273084
ENST00000667916.1,Non-coding,0.17736018
ENST00000441790.2,Coding,0.5421636
ENST00000658964.1,Non-coding,0.11100385
ENST00000652910.1,Non-coding,0.06768919
ENST00000420762.1,Non-coding,0.32046032
ENST00000640010.1,Coding,0.77182674
ENST00000458443.1,Non-coding,0.14287913
ENST00000413159.1,Non-coding,0.16601676
ENST00000563417.1,Non-coding,0.08749513
ENST00000446169.2,Non-coding,0.3497894
ENST00000609276.2,Coding,0.5207049
ENST00000609941.1,Non-coding,0.038364857
ENST00000431347.1,Non-coding,0.010819307
ENST00000552026.1,Coding,0.94832414
ENST00000691443.1,Non-coding,0.10021867
ENST00000439004.1,Non-coding,0.12741251
ENST00000668399.1,Non-coding,0.04280563
ENST00000660516.1,Non-coding,0.051027384
ENST00000659256.1,Non-coding,0.062228773
ENST00000656904.1,Non-coding,0.13017169
ENST00000664578.1,Non-coding,0.23962155
ENST00000653714.1,Non-coding,0.076817304
